gene,Species,labs,chrMark,chr,dN,dS,dNdS,RPKM,Tau,GC3
ENSG00000082512,Maca,Maca-A,A,1,2.06768,11.0493,0.1871322165,52.9584615385,0.7297135615,0.516129
ENSG00000203705,Maca,Maca-A,A,1,14.0713,15.9849,0.8802870209,86.7230769231,0.3497520661,0.4
ENSG00000177192,Maca,Maca-A,A,11,4.50705,15.9493,0.2825860696,208.7923076923,0.7835670158,0.805627
ENSG00000206561,Maca,Maca-A,A,2,16.3976,24.4089,0.6717877496,74.1692307692,0.7179581152,0.480565
ENSG00000183770,Maca,Maca-A,A,2,33.6159,119.305,0.2817643854,2.6315384615,0.8274861878,0.850575
ENSG00000179674,Maca,Maca-A,A,2,2.09429,3.25916,0.6425858197,1.4538461538,0.9053780203,0.497409
ENSG00000176597,Maca,Maca-A,A,2,4.9778,10.5305,0.4727031005,7.0638461538,0.8304444444,0.391534
ENSG00000178445,Maca,Maca-A,A,15,3.03933,23.6504,0.1285107229,573.4292307692,0.8944626804,0.583741
ENSG00000164077,Maca,Maca-A,A,2,5.69184,29.1002,0.195594532,362.9846153846,0.7217249912,0.716776
ENSG00000137076,Maca,Maca-A,A,15,73.9948,121.816,0.6074308794,399.1538461538,0.6449697636,0.618254
ENSG00000148218,Maca,Maca-A,A,15,7.9944,11.5671,0.6911326089,1276.5846153846,0.9674572104,0.637883
ENSG00000172031,Maca,Maca-A,A,1,2.00383,3.96255,0.5056920417,24.9692307692,0.9746408286,0.393082
ENSG00000095397,Maca,Maca-A,A,15,12.9211,32.8599,0.3932178735,37.9638461538,0.736709192,0.793598
ENSG00000167123,Maca,Maca-A,A,15,6.01263,21.9106,0.2744164925,79.1969230769,0.5730088183,0.794007
ENSG00000167130,Maca,Maca-A,A,15,2.49235,8.80677,0.2830038709,97.6692307692,0.8037589829,0.733766
ENSG00000162396,Maca,Maca-A,A,1,12.9409,17.0163,0.7605002263,81.6,0.7235955056,0.682773
ENSG00000117000,Maca,Maca-A,A,1,11.9206,31.6383,0.3767775133,49.3076923077,0.3676352469,0.32794
ENSG00000179546,Maca,Maca-A,A,1,6.03237,22.8607,0.2638751219,7.4576923077,0.8970234114,0.746032
ENSG00000160049,Maca,Maca-A,A,1,19.6504,22.9559,0.8560065168,145.2461538462,0.5771180556,0.635688
ENSG00000176014,Maca,Maca-A,A,18,1.25745,12.8073,0.0981822867,402.0538461538,0.6305598725,0.938776
ENSG00000102098,Mouse,Mouse-X,X,X,64.6203,49.0179,1.3183000496,11.2918235294,0.9849576812,0.332685
ENSG00000102385,Mouse,Mouse-X,X,X,12.5904,52.5523,0.2395784771,38.7687941176,0.9024417219,0.596033
ENSG00000198759,Mouse,Mouse-X,X,X,22.1629,24.5194,0.903892428,34.1688235294,0.958672603,0.510909
ENSG00000102081,Mouse,Mouse-X,X,X,1.19228,15.2357,0.0782556758,127.3705882353,0.3497148289,0.347967
ENSG00000125675,Mouse,Mouse-X,X,X,16.173,44.8329,0.3607395462,114.0905882353,0.8664437768,0.491564
ENSG00000171365,Mouse,Mouse-X,X,X,3.78567,47.1267,0.0803296221,57.6941176471,0.9168278805,0.555556
ENSG00000183862,Mouse,Mouse-X,X,X,2.1727,34.3297,0.0632892219,0.5401647059,0.8820460526,0.566265
ENSG00000063601,Mouse,Mouse-X,X,X,2.68303,14.2273,0.1885832168,75.4176470588,0.2985685072,0.375
ENSG00000165168,Mouse,Mouse-X,X,X,10.538,37.7711,0.2789963755,37.2858823529,0.6703760331,0.562172
ENSG00000147003,Mouse,Mouse-X,X,X,6.48854,17.6068,0.3685246609,1375.3052941177,0.9997414133,0.44843
ENSG00000130234,Mouse,Mouse-X,X,X,37.9888,52.5212,0.7233041134,45.1258823529,0.9825225989,0.470223
ENSG00000175556,Mouse,Mouse-X,X,X,39.6437,49.2756,0.8045300311,36.5217647059,0.6747036011,0.568758
ENSG00000101892,Mouse,Mouse-X,X,X,3.09731,10.5989,0.2922293823,0.0921176471,0.8266984505,0.549858
ENSG00000102024,Mouse,Mouse-X,X,X,1.03857,55.6567,0.0186602871,242.0235294118,0.4589633601,0.48336
ENSG00000005893,Mouse,Mouse-X,X,X,49.1873,27.586,1.7830529979,1333.2352941177,0.7339449541,0.427518
ENSG00000131724,Mouse,Mouse-X,X,X,27.3276,29.1185,0.9384961451,151.6876470588,0.6485989362,0.427136
ENSG00000101958,Mouse,Mouse-X,X,X,2.01477,25.6194,0.078642357,12.0470588235,0.9252850436,0.523179
ENSG00000130988,Mouse,Mouse-X,X,X,9.15451,17.9322,0.5105067978,1236.1041176471,0.9993776611,0.456667
ENSG00000130385,Mouse,Mouse-X,X,X,27.4313,29.1248,0.941853678,0.8628823529,0.9928107345,0.506361
ENSG00000169297,Mouse,Mouse-X,X,X,19.4939,26.2189,0.7435056391,10.6833529412,0.9979750326,0.739407
ENSG00000123131,Mouse,Mouse-X,X,X,3.05867,16.8567,0.1814512924,309.2823529412,0.7464459161,0.521898
ENSG00000156531,Mouse,Mouse-X,X,X,1.4894,17.8443,0.0834664291,46.1764705882,0.62375852,0.369863
ENSG00000149970,Mouse,Mouse-X,X,X,6.58746,48.9379,0.1346085549,102.947,0.9078493333,0.429816
ENSG00000072133,Mouse,Mouse-X,X,X,9.98585,42.4129,0.2354436976,15.8158823529,0.8562905719,0.367072
ENSG00000101972,Mouse,Mouse-X,X,X,3.01209,71.6677,0.0420285568,151.8,0.3022757923,0.393223
ENSG00000182220,Mouse,Mouse-X,X,X,4.88894,27.8136,0.1757751604,471.0411764706,0.6480129959,0.507123
ENSG00000087916,Mouse,Mouse-X,X,X,12.7444,25.2944,0.5038427478,2.2391764706,0.9674684096,0.384615
ENSG00000147251,Mouse,Mouse-X,X,X,12.6405,125.508,0.1007146955,9.4929411765,0.5393824701,0.424783
ENSG00000102038,Mouse,Mouse-X,X,X,3.14484,47.1599,0.0666846198,22.5350588235,0.8193420317,0.374239
ENSG00000122122,Mouse,Mouse-X,X,X,6.0195,28.1102,0.2141393516,8.9602941176,0.5219861232,0.629921
ENSG00000102239,Mouse,Mouse-X,X,X,9.58645,11.7574,0.8153545852,0.0398235294,1,0.515
ENSG00000102245,Mouse,Mouse-X,X,X,7.53614,25.9239,0.290702402,0.2917647059,0.8352941176,0.448276
ENSG00000129675,Mouse,Mouse-X,X,X,10.6807,29.7596,0.3588993132,92.8058823529,0.7224739583,0.459845
ENSG00000101981,Mouse,Mouse-X,X,X,12.4757,22.7485,0.548418577,189.3352941176,0.9994579439,0.334773
ENSG00000101977,Mouse,Mouse-X,X,X,57.3599,54.901,1.0447878909,8.6565882353,0.7038092308,0.420787
ENSG00000036473,Mouse,Mouse-X,X,X,3.35473,16.3926,0.204649049,744.2294705882,0.9999587984,0.447887
ENSG00000185010,Mouse,Mouse-X,X,X,177.248,139.972,1.2663104049,16.7344705882,0.8649313155,0.37527
ENSG00000085224,Mouse,Mouse-X,X,X,122.132,171.941,0.7103134215,124.2470588235,0.4347576302,0.356675
ENSG00000102158,Mouse,Mouse-X,X,X,5.12254,20.2711,0.2527016294,203.2352941176,0.6680948738,0.431548
ENSG00000102362,Mouse,Mouse-X,X,X,14.3722,27.0296,0.5317207802,11.7180235294,0.8543327731,0.555721
ENSG00000102384,Mouse,Mouse-X,X,X,77.592,55.9536,1.3867204255,2.7712941176,0.9543703704,0.439678
ENSG00000010671,Mouse,Mouse-X,X,X,3.14531,35.2928,0.0891204438,7.4194117647,0.6204351727,0.530303
ENSG00000008086,Mouse,Mouse-X,X,X,5.34157,50.1295,0.1065554215,51.4623529412,0.6950687062,0.471302
ENSG00000044446,Mouse,Mouse-X,X,X,17.4443,58.8584,0.2963774075,82.2176470588,0.2679382093,0.547735
ENSG00000173698,Mouse,Mouse-X,X,X,27.3731,54.8132,0.4993888333,3.6858823529,0.2221889055,0.459431
ENSG00000180815,Mouse,Mouse-X,X,X,5.28517,48.2445,0.1095496896,1083.3941176471,0.834235119,0.496503
ENSG00000131269,Mouse,Mouse-X,X,X,13.528,24.3345,0.5559185519,118.4929411765,0.4772785714,0.390438
ENSG00000171100,Mouse,Mouse-X,X,X,19.1727,55.1515,0.3476369636,40.9117647059,0.5177993528,0.423841
ENSG00000102287,Mouse,Mouse-X,X,X,15.9852,31.5802,0.5061779216,4.6964117647,0.5303931204,0.547667
ENSG00000147383,Mouse,Mouse-X,X,X,8.06493,23.3578,0.3452778087,252.4764705882,0.8706044579,0.565097
ENSG00000004961,Mouse,Mouse-X,X,X,10.9598,14.8555,0.7377604254,133.2823529412,0.7389939638,0.410256
ENSG00000047648,Mouse,Mouse-X,X,X,11.967,49.7296,0.2406413886,22.4521176471,0.4934491682,0.556561
ENSG00000126010,Mouse,Mouse-X,X,X,8.06649,24.4165,0.3303704462,0.8527058824,0.9103696304,0.672727
ENSG00000102010,Mouse,Mouse-X,X,X,15.1821,24.7368,0.6137455128,3.1657058824,0.8341007437,0.506912
ENSG00000165197,Mouse,Mouse-X,X,X,14.0657,16.668,0.84387449,19.5717647059,0.7902033493,0.548023
ENSG00000165192,Mouse,Mouse-X,X,X,15.46,32.1765,0.4804748807,140.2082941176,0.9911917796,0.503086
ENSG00000130830,Mouse,Mouse-X,X,X,23.1099,94.5043,0.2445380792,249.7176470588,0.8145746606,0.541756
ENSG00000157514,Mouse,Mouse-X,X,X,6.45801,18.1836,0.3551557447,635.8588235294,0.6018756876,0.809045
ENSG00000160219,Mouse,Mouse-X,X,X,100.609,116.456,0.863922855,6.8170588235,0.3939691904,0.447415
ENSG00000165240,Mouse,Mouse-X,X,X,17.6119,68.2901,0.2578982898,29.0647058824,0.7011678832,0.423592
ENSG00000165259,Mouse,Mouse-X,X,X,14.008,21.9894,0.6370342074,2.2341176471,0.9141232575,0.337008
ENSG00000124429,Mouse,Mouse-X,X,X,11.3289,30.793,0.3679050434,0.4917647059,1,0.402044
ENSG00000101871,Mouse,Mouse-X,X,X,27.1331,152.223,0.1782457316,66.0882352941,0.6261032162,0.694611
ENSG00000157625,Mouse,Mouse-X,X,X,6.48734,30.8349,0.2103895262,27.6882352941,0.235942029,0.338912
ENSG00000156504,Mouse,Mouse-X,X,X,13.2599,11.4324,1.1598526993,21.4852941176,0.5974459568,0.485944
ENSG00000076770,Mouse,Mouse-X,X,X,9.16327,10.0503,0.9117409431,3.0374411765,0.8363157895,0.453216
ENSG00000125355,Mouse,Mouse-X,X,X,1.03007,16.4527,0.062607961,88.3671176471,0.7895385965,0.559659
ENSG00000131725,Mouse,Mouse-X,X,X,19.2309,37.5033,0.5127788755,25.9058823529,0.5995339547,0.301205
ENSG00000085185,Mouse,Mouse-X,X,X,23.9412,99.2331,0.2412622401,37.1470588235,0.259055673,0.567313
ENSG00000188706,Mouse,Mouse-X,X,X,3.06693,15.9735,0.1920011269,284.8647058824,0.7358452042,0.586777
ENSG00000122121,Mouse,Mouse-X,X,X,31.8938,36.3974,0.8762658871,5.2352941176,0.9481963503,0.6
ENSG00000102221,Mouse,Mouse-X,X,X,21.9742,31.1386,0.7056900439,15.5617647059,0.7405345212,0.46966
ENSG00000069535,Mouse,Mouse-X,X,X,6.80672,33.8547,0.2010568695,314.9205882353,0.9372576537,0.476008
ENSG00000169891,Mouse,Mouse-X,X,X,17.1755,19.99,0.8592046023,114.1982352941,0.6661389646,0.474606
ENSG00000184368,Mouse,Mouse-X,X,X,33.7441,46.7295,0.7221155801,150.6772941176,0.828274711,0.455752
ENSG00000102349,Mouse,Mouse-X,X,X,5.21158,17.3564,0.3002684889,2.7654117647,0.5659371069,0.516854
ENSG00000126016,Mouse,Mouse-X,X,X,21.886,52.527,0.4166619072,48.2705882353,0.5487189441,0.522963
ENSG00000072315,Mouse,Mouse-X,X,X,9.62239,74.0408,0.1299606433,6.9768235294,0.8496129985,0.577869
ENSG00000133138,Mouse,Mouse-X,X,X,20.1041,74.0164,0.2716168309,27.4917647059,0.63465311,0.388341
ENSG00000123575,Mouse,Mouse-X,X,X,7.54909,72.7019,0.1038362134,16.4047058824,0.350693816,0.583548
ENSG00000123570,Mouse,Mouse-X,X,X,1.00079,6.18107,0.1619120961,29.9776470588,0.8209752494,0.50495
ENSG00000173681,Mouse,Mouse-X,X,X,55.7006,40.8837,1.3624158283,9.8552941176,0.493313253,0.328928
ENSG00000146950,Mouse,Mouse-X,X,X,52.393,95.2727,0.5499266841,76.5870588235,0.7617746244,0.536496
ENSG00000050030,Mouse,Mouse-X,X,X,52.0283,77.1616,0.6742771016,15.5829411765,0.8766157462,0.418573
ENSG00000179542,Mouse,Mouse-X,X,X,15.3722,171.753,0.0895017845,21.1285294118,0.8355301877,0.434368
ENSG00000181544,Mouse,Mouse-X,X,X,88.2196,57.8392,1.5252562276,4.0476470588,0.5507326007,0.39455
ENSG00000130962,Mouse,Mouse-X,X,X,4.99419,7.63468,0.6541452949,17.2994117647,0.7762133891,0.399083
ENSG00000177485,Mouse,Mouse-X,X,X,11.6357,28.2788,0.4114637113,51.06,0.3330074074,0.351714
ENSG00000169933,Mouse,Mouse-X,X,X,17.5238,50.7967,0.344979103,34.0004705882,0.8323104326,0.524138
ENSG00000125354,Mouse,Mouse-X,X,X,5.3371,25.5634,0.2087789574,105.18,0.6539421965,0.674473
ENSG00000165194,Mouse,Mouse-X,X,X,10.3792,63.9585,0.1622802286,25.0496470588,0.7784542758,0.626527
ENSG00000169306,Mouse,Mouse-X,X,X,3.99849,28.5767,0.1399213345,4.4788235294,0.8258476658,0.433908
ENSG00000147041,Mouse,Mouse-X,X,X,29.9749,41.613,0.7203253791,4.8349705882,0.7298257241,0.480874
ENSG00000102174,Mouse,Mouse-X,X,X,2.10603,33.9939,0.061953174,1.8303529412,0.9304580277,0.453333
ENSG00000013619,Mouse,Mouse-X,X,X,95.5913,141.777,0.674237006,47.1747058824,0.740575419,0.552595
ENSG00000188158,Mouse,Mouse-X,X,X,22.435,71.3462,0.3144526268,11.23,0.8762386081,0.426787
ENSG00000102218,Mouse,Mouse-X,X,X,2.74501,16.1326,0.1701529822,81.1647058824,0.7988363636,0.385852
ENSG00000198689,Mouse,Mouse-X,X,X,2.79315,38.7985,0.0719911852,91.2058823529,0.6955896607,0.540541
ENSG00000120500,Mouse,Mouse-X,X,X,9.23656,16.5814,0.5570434342,0.8459411765,0.9529037801,0.555556
ENSG00000130150,Mouse,Mouse-X,X,X,9.31366,39.8654,0.2336276571,60.7970588235,0.7861900974,0.452794
ENSG00000086717,Mouse,Mouse-X,X,X,62.8733,44.9748,1.3979673061,8.5713529412,0.9957384325,0.449527
ENSG00000171004,Mouse,Mouse-X,X,X,5.53627,19.5845,0.282686308,47.8517647059,0.8131540284,0.694079
ENSG00000165288,Mouse,Mouse-X,X,X,20.1334,86.5221,0.2326966174,10.1517647059,0.4663574879,0.350584
ENSG00000180182,Mouse,Mouse-X,X,X,12.8635,71.088,0.1809517781,107.2294117647,0.4437142857,0.425722
ENSG00000205081,Mouse,Mouse-X,X,X,49.9371,28.1897,1.7714661738,3.3794117647,0.9576452599,0.266827
ENSG00000165164,Mouse,Mouse-X,X,X,51.6662,43.3718,1.191239469,1.1466294118,0.9844772814,0.320975
ENSG00000101844,Mouse,Mouse-X,X,X,28.5036,67.3842,0.4230012377,42.0994117647,0.6017951907,0.457071
ENSG00000065135,Mouse,Mouse-A,A,3,1.00906,8.77817,0.1149510661,273.7294117647,0.64941444,0.48169
ENSG00000093009,Mouse,Mouse-A,A,16,30.6788,131,0.234189313,33.3305882353,0.903,0.637809
ENSG00000141562,Mouse,Mouse-A,A,11,11.2179,30.0451,0.3733687024,233.4764705882,0.6062973978,0.567329
ENSG00000067082,Mouse,Mouse-A,A,13,2.05368,10.78,0.1905083488,93.3235294118,0.7403285714,0.550877
ENSG00000121068,Mouse,Mouse-A,A,11,6.5269,35.078,0.1860681909,96.2523529412,0.9340545746,0.764615
ENSG00000121075,Mouse,Mouse-A,A,11,3.18561,28.5013,0.1117706912,1.4208235294,0.914843962,0.743017
ENSG00000143816,Mouse,Mouse-A,A,11,1.03455,9.96085,0.1038616182,10.6174117647,0.8360475248,0.736994
ENSG00000168646,Mouse,Mouse-A,A,11,11.587,72.5171,0.1597830029,33.3782352941,0.6667190388,0.667461
ENSG00000106009,Mouse,Mouse-A,A,5,46.6399,85.7539,0.5438808031,55.5470588235,0.3953106682,0.654941
ENSG00000150773,Mouse,Mouse-A,A,9,27.1049,24.5392,1.1045551607,38.9194705882,0.9801780093,0.447619
ENSG00000111241,Mouse,Mouse-A,A,6,1.02918,9.55292,0.1077345984,0.4450470588,0.9969639519,0.698565
ENSG00000118971,Mouse,Mouse-A,A,6,2.44146,13.3381,0.1830440617,158.2464705882,0.879260818,0.727586
ENSG00000148358,Mouse,Mouse-A,A,2,25.704,49.7978,0.5161673809,142.1058823529,0.3380082305,0.666062
ENSG00000102452,Mouse,Mouse-A,A,14,20.1756,400.806,0.0503375698,55.0064705882,0.8065207469,0.525287
ENSG00000166828,Mouse,Mouse-A,A,7,8.31774,40.1704,0.2070614184,24.8268823529,0.9904811414,0.672811
ENSG00000137198,Mouse,Mouse-A,A,13,4.03635,34.0551,0.1185240977,305.7752941176,0.8288737589,0.649275
ENSG00000153933,Mouse,Mouse-A,A,11,7.60962,36.5557,0.2081650741,58.2447058824,0.6651502372,0.576991
ENSG00000111906,Mouse,Mouse-A,A,10,3.85607,11.7395,0.3284696963,70.8129411765,0.504295302,0.532663
ENSG00000133027,Mouse,Mouse-A,A,11,9.36483,21.4252,0.4370941695,698.3494117647,0.9926804159,0.715
ENSG00000039068,Mouse,Mouse-A,A,8,39.431,86.351,0.4566362868,154.4095117647,0.9224882173,0.632353
ENSG00000179242,Mouse,Mouse-A,A,2,11.3505,63.6818,0.1782377383,20.6442352941,0.7463938224,0.690503
ENSG00000132972,Mouse,Mouse-A,A,14,59.5997,72.9762,0.8167005133,44.4594117647,0.9973351327,0.359023
ENSG00000136280,Mouse,Mouse-A,A,11,2.01834,23.6393,0.0853807008,179.2764705882,0.4289642417,0.642202
ENSG00000184012,Mouse,Mouse-A,A,16,23.1137,38.0982,0.6066874551,93.1704882353,0.9890411444,0.595918
ENSG00000078098,Mouse,Mouse-A,A,2,12.7282,39.086,0.3256460114,4.9903529412,0.841149789,0.385827
ENSG00000077063,Mouse,Mouse-A,A,6,43.4406,101.285,0.4288947031,59.2629411765,0.8595134228,0.51603
ENSG00000141429,Mouse,Mouse-A,A,18,4.55997,39.4994,0.1154440321,281.7705882353,0.5684967742,0.441071
ENSG00000075975,Mouse,Mouse-A,A,6,4.02024,25.3189,0.1587841494,185.6176470588,0.7268276973,0.567308
ENSG00000132170,Mouse,Mouse-A,A,6,2.67551,20.2758,0.1319558291,17.9982352941,0.6654600172,0.58498
ENSG00000100311,Mouse,Mouse-A,A,15,3.02841,20.8105,0.1455231734,84.6888235294,0.7504736025,0.72314
ENSG00000175662,Mouse,Mouse-A,A,11,5.39559,20.4021,0.2644624818,326.9764705882,0.4632283465,0.605809
ENSG00000151834,Mouse,Mouse-A,A,5,1.04687,33.7353,0.0310318865,76.0676470588,0.9111439732,0.455752
ENSG00000125398,Mouse,Mouse-A,A,11,1.21782,25.9202,0.0469834338,60.1335294118,0.6753238095,0.824803
ENSG00000073464,Mouse,Mouse-A,A,7,6.29754,60.0888,0.1048038902,225.9941176471,0.491520362,0.650602
ENSG00000196535,Mouse,Mouse-A,A,11,21.2955,151.649,0.1404262475,319.6941176471,0.4914800515,0.705423
ENSG00000160224,Mouse,Mouse-A,A,10,32.1999,44.9401,0.7165070839,5.9135294118,0.8636351442,0.659963
ENSG00000132386,Mouse,Mouse-A,A,11,9.31407,31.7702,0.2931700147,1232.7176470588,0.9846726526,0.712919
ENSG00000197763,Mouse,Mouse-A,A,6,14.5311,35.9554,0.4041423541,283.8647058824,0.9752432432,0.549738
ENSG00000130787,Mouse,Mouse-A,A,5,19.6745,109.982,0.1788883636,186.1,0.3051193634,0.751205
ENSG00000153807,Mouse,Mouse-A,A,6,7.66855,22.8935,0.3349662568,56.4982352941,0.9985972803,0.733161
ENSG00000068097,Mouse,Mouse-A,A,11,40.152,99.3481,0.4041546844,48.5588235294,0.3480912246,0.598985
ENSG00000072134,Mouse,Mouse-A,A,11,7.39328,31.2946,0.2362477872,141.4058823529,0.5647661188,0.589905
ENSG00000145911,Mouse,Mouse-A,A,11,10.9102,42.1323,0.2589509711,53.3764705882,0.4079936051,0.695327
ENSG00000075399,Mouse,Mouse-A,A,8,9.23548,45.2524,0.204088181,118.2058823529,0.491736227,0.696774
ENSG00000158805,Mouse,Mouse-A,A,8,15.3073,41.7725,0.3664444311,90.0588235294,0.4718561485,0.669759
ENSG00000109736,Mouse,Mouse-A,A,5,17.9753,46.8315,0.3838292602,60.4064705882,0.5723965207,0.713024
ENSG00000109083,Mouse,Mouse-A,A,11,3.35272,16.1733,0.2072996853,364.7647058824,0.4364534884,0.548872
ENSG00000160294,Mouse,Mouse-A,A,10,104.091,207.972,0.5005048757,87.1647058824,0.2456838906,0.593591
ENSG00000059728,Mouse,Mouse-A,A,6,3.27603,25.4339,0.1288056492,91.2352941176,0.8383262007,0.7
ENSG00000163285,Mouse,Mouse-A,A,5,4.34732,27.1918,0.1598761391,18.9668235294,0.9029198895,0.424893
ENSG00000125266,Mouse,Mouse-A,A,8,3.0002,6.21306,0.4828860497,76.2941176471,0.5703317536,0.570149
ENSG00000112146,Mouse,Mouse-A,A,9,11.4941,50.688,0.2267617582,346.1176470588,0.4307888041,0.576659
ENSG00000163472,Mouse,Mouse-A,A,3,6.55857,36.912,0.1776812419,14.9952941176,0.6546103286,0.675192
ENSG00000173638,Mouse,Mouse-A,A,10,33.6625,60.7109,0.5544720964,112.3523529412,0.8766973019,0.74538
ENSG00000176014,Mouse,Mouse-A,A,18,1.01397,36.327,0.0279122966,147.5764705882,0.6844894204,0.803571
ENSG00000170561,Mouse,Mouse-A,A,13,7.60663,28.7253,0.2648059376,74.7958823529,0.6504322034,0.784355
ENSG00000078246,Mouse,Mouse-A,A,6,15.9109,54.0186,0.294544842,63.7247058824,0.6850140187,0.662896
ENSG00000141756,Mouse,Mouse-A,A,11,8.00933,25.5184,0.3138648975,46.0376470588,0.8113890215,0.71134
ENSG00000113719,Mouse,Mouse-A,A,17,1.06479,22.8846,0.0465286699,473.9411764706,0.2466855524,0.710345
ENSG00000156983,Mouse,Mouse-A,A,6,2.0183,49.0743,0.0411274333,96.0058823529,0.5169230769,0.63479
ENSG00000198650,Mouse,Mouse-A,A,8,6.49866,55.036,0.1180801657,3968.685,0.9998359092,0.650549
ENSG00000155324,Mouse,Mouse-A,A,18,11.5916,23.483,0.4936166589,70.5,0.6270804598,0.548611
ENSG00000124802,Mouse,Mouse-A,A,13,2.64801,7.29049,0.3632142695,184.3882352941,0.3480500659,0.594286
ENSG00000128602,Mouse,Mouse-A,A,6,8.04258,28.6967,0.2802614935,65.6876470588,0.7671111111,0.728771
ENSG00000132669,Mouse,Mouse-A,A,2,7.13846,43.0258,0.165911151,72.2588235294,0.5486563307,0.661417
ENSG00000100225,Mouse,Mouse-A,A,10,24.9442,40.7182,0.6126056653,163.8647058824,0.5775497382,0.476386
ENSG00000130881,Mouse,Mouse-A,A,7,3.99171,47.8656,0.0833941286,155.9935294118,0.6542227926,0.653226
ENSG00000126883,Mouse,Mouse-A,A,2,85.0127,163.211,0.5208760439,91.1470588235,0.7563260341,0.485714
ENSG00000049323,Mouse,Mouse-A,A,17,33.5933,113.483,0.2960205493,74.1505882353,0.8740025189,0.567398
ENSG00000149564,Mouse,Mouse-A,A,9,21.7196,28.4883,0.7624042151,98.5494117647,0.7820818859,0.583756
ENSG00000163873,Mouse,Mouse-A,A,4,2.22915,42.6184,0.052304873,35.1868823529,0.8194500476,0.75737
ENSG00000081014,Mouse,Mouse-A,A,2,42.7517,63.4453,0.6738355717,33.8117647059,0.2995581738,0.426025
ENSG00000119812,Mouse,Mouse-A,A,17,8.52776,35.9949,0.2369157853,179.5294117647,0.7231182796,0.436047
ENSG00000118058,Mouse,Mouse-A,A,9,72.2804,250.854,0.2881373229,87.6352941176,0.6444833948,0.520828
ENSG00000118096,Mouse,Mouse-A,A,9,2.55392,33.0048,0.0773802598,223.3588235294,0.7438871795,0.615894
ENSG00000109111,Mouse,Mouse-A,A,11,6.11824,118.685,0.051550238,423.1764705882,0.304292711,0.591541
ENSG00000109101,Mouse,Mouse-A,A,11,13.6354,29.5894,0.4608204289,0.0884705882,1,0.639445
ENSG00000105173,Mouse,Mouse-A,A,7,6.70401,24.457,0.2741141595,30.0926470588,0.6271750524,0.579853
ENSG00000160207,Mouse,Mouse-A,A,17,8.66243,19.8572,0.4362362267,51.4271764706,0.9603833828,0.591045
ENSG00000134575,Mouse,Mouse-A,A,2,7.1189,17.3687,0.4098694779,151.1,0.3911603053,0.599057
ENSG00000165917,Mouse,Mouse-A,A,2,5.30664,28.8514,0.1839300693,30.2786470588,0.8804347578,0.772397
ENSG00000165915,Mouse,Mouse-A,A,2,4.0702,15.7874,0.2578131928,115.6470588235,0.5744136461,0.69337
ENSG00000025434,Mouse,Mouse-A,A,2,3.19639,33.6453,0.0950025709,233.8588235294,0.8945457972,0.692825
ENSG00000066336,Mouse,Mouse-A,A,2,11.3536,18.8121,0.6035264537,33.8882941176,0.6626981481,0.769231
ENSG00000153132,Mouse,Mouse-A,A,8,23.5206,52.2115,0.4504869617,341.0328823529,0.9938012274,0.433715
ENSG00000105053,Mouse,Mouse-A,A,7,28.8846,22.1111,1.3063393499,176.6117647059,0.7567387896,0.67184
ENSG00000157212,Mouse,Mouse-A,A,5,20.2693,70.9019,0.2858780935,121.2176470588,0.4853144654,0.610664
ENSG00000007866,Mouse,Mouse-A,A,17,4.78249,34.3517,0.1392213486,48.3047058824,0.6784137931,0.750529
ENSG00000112033,Mouse,Mouse-A,A,17,2.04775,30.7675,0.0665556188,106.0529411765,0.5184990619,0.823129
ENSG00000103245,Mouse,Mouse-A,A,17,7.39332,43.8929,0.1684399983,123.8941176471,0.4675581395,0.657563
ENSG00000031823,Mouse,Mouse-A,A,17,8.54121,30.6086,0.2790460851,494.5882352941,0.6267510167,0.639511
ENSG00000147509,Mouse,Mouse-A,A,1,39.3776,44.2946,0.8889932407,44.3188823529,0.9318633628,0.550136
ENSG00000158201,Mouse,Mouse-A,A,18,7.05677,42.2019,0.1672145093,273.4411764706,0.5402385965,0.600496
ENSG00000156299,Mouse,Mouse-A,A,16,9.91606,97.8969,0.1012908478,117.8235294118,0.7201123596,0.687186
ENSG00000140986,Mouse,Mouse-A,A,17,5.41174,29.8648,0.1812079773,401.8035294118,0.9987381443,0.705394
ENSG00000130717,Mouse,Mouse-A,A,2,1.02452,19.2297,0.0532780023,198.0470588235,0.6138389831,0.710623
ENSG00000006747,Mouse,Mouse-A,A,12,6.87085,50.5518,0.1359170198,60.521,0.9845719665,0.555245
ENSG00000126249,Mouse,Mouse-A,A,7,23.7121,27.8133,0.852545365,106.8529411765,0.4925925926,0.589888
ENSG00000043462,Mouse,Mouse-A,A,11,25.4487,49.495,0.5141670876,23.0123529412,0.7832805907,0.551985
ENSG00000124207,Mouse,Mouse-A,A,2,3.01856,84.1547,0.035869179,144.2117647059,0.3360650407,0.424897
ENSG00000112651,Mouse,Mouse-A,A,17,7.24778,28.1769,0.2572241801,618.4117647059,0.6529695431,0.618893
ENSG00000124713,Mouse,Mouse-A,A,17,7.4236,23.7332,0.3127938921,4036.8595882353,0.9975283245,0.738095
ENSG00000006625,Mouse,Mouse-A,A,6,15.6886,40.5508,0.3868875583,157.1588235294,0.6001709402,0.560847
ENSG00000184916,Mouse,Mouse-A,A,12,18.2416,98.5217,0.1851531186,74.8688235294,0.6541081081,0.732607
